comuna.id,comuna.codigo,comuna.nombre,comuna.municipio_id,comuna.uuid
329,01,LONDUIMBALI,98,4c949806-341a-4401-8206-ee5d9614d12d
330,02,KUMBILA( KATUKULUCA),98,d68a4fed-7551-4400-bfcb-a6b790a1618f
331,03,GALANGA,98,078e22c5-d01f-4d0b-a344-58da9694e248
332,04,USSOQQUE,98,0175d6db-0aac-4e7a-8b21-fcd50c914885
333,06,ALTO HAMA,98,4244b7de-10cf-411f-a24c-23cc251a4364
334,01,TCHINJENJE,99,66906076-90ce-45e2-99fb-5779867d7960
335,02,TCHIAKA,99,c6a6d3c2-20ad-4fc2-9521-559b4e769099
336,01,KUITO,100,76c247a0-64f1-4a63-b162-f68a527b86fd
337,02,TRUMBA,100,bdf8307d-ba87-45a4-9e1f-c640b3a5c5df
338,03,KAMBÃNDUA,100,c6cb9321-9d46-4b01-a73a-507748a6dcfa
339,04,CHICALA,100,aef1bb1d-0135-461e-bce5-1687d234b0cf
340,05,KUNJE,100,a669313c-bab7-4542-94ef-5435efb02606
341,01,CUNHINGA,101,4f4ed659-d955-455a-8499-957af8023698
342,02,BELO HORIZONTE,101,3948844c-13ee-443d-9cc1-792e86ab9d4b
343,01,CHINGUAR,102,6bc73d6f-a8e5-46c7-aa9c-c934c36d145e
344,02,KANGOTE,102,e92f2770-838c-407e-afe0-1f81b315d208
345,03,KUTATO,102,5e96fead-9b29-4f94-9022-93662c6ef3f5
346,01,ANDULO,103,3a8976fa-91b4-48d4-9ae4-b09d00f3208f
347,02,CHIVAULO,103,7051db7e-4045-465c-a487-fac80c7071ea
348,03,CASSUMBE,103,11ed3b84-d516-42f7-b2ce-389c2ce79bdb
349,04,CALUCINGA,103,7b143d2c-f7d9-46b3-ac3e-d2186bdf39fd
350,01,N´HAREA,104,774c5702-7655-4e25-81e4-8902f00ae125
351,02,GAMBA,104,73e05e1e-7dbf-4e30-a0cc-cd4a86167370
352,03,CAIEI,104,7d79e340-391d-4e3d-841b-f37fa9aa1b46
353,04,LUBIA,104,a6ade56c-fbec-471f-b57e-0670837dd895
354,05,DANDO,104,f3df57a0-9ecf-4bf6-b4f3-0dab8fdcfd0e
355,01,CAMAPUPA,105,f1213220-1775-4932-8461-2064c4f7e7e1
356,02,RINGOMA,105,f1df53c3-d0f1-4e4c-b33c-56e40246d795
357,03,UMPULO,105,13ae3028-45cc-4f22-8a10-381ab1212c27
358,04,STO ANTONIO DA MUINHA,105,c428c813-787a-47ab-b948-05594812e095
359,05,CUANZA,105,5a881bee-eedc-47d4-8e3d-e550b2d182cc
360,01,CUEMBA,106,440d5d28-0636-443c-a8bd-b6ce5b3f1ebc
361,02,MUNHANGO,106,bd6812d4-aa05-449a-af96-6f928a03005d
362,03,LUANDO,106,e90ec115-17a1-4a74-a3c3-1cd4008c7d7d
363,04,SACHINEMUNA,106,4ea99cc5-531a-42b4-a7d1-74242b2030c3
364,01,CHITEMBO,107,ed925fd2-dec7-4bd1-b720-fae35fdba52a
365,02,CACHINGUES,107,6956b22b-5a5b-43b9-b2cf-c3b3e8303d85
366,03,MUMBUE,107,f2086c28-0d53-4bc9-a094-1c369334f26b
367,04,MUTUMBO,107,bebdf2ea-f7a9-4381-af23-99c050772b7d
368,05,MALENGUE,107,2f0b31b7-0e00-4549-bbd6-dfd421ae296e
369,06,SOMA CUANZA,107,5b6f8e89-87a8-4fd3-ad23-0969a991d6a5
370,01,CATABOLA,108,1af4904a-6897-4de2-aa93-38e416363098
371,02,CHIPETA,108,ecbf59f7-f609-4ea4-891e-1b5fa185d362
372,03,SANDE,108,7c58bfd8-56d7-495d-8e03-ca59f943c629
373,04,CAIUERA,108,0ab1a872-8eab-41a4-ab63-6dc7883676c1
374,05,CHIUCA,108,e3b5404d-a36c-4334-a77f-741b9cce31f9
375,01,LUENA,109,b36e3bb7-2f0c-4bea-9443-90af2bf9622a
376,02,CANGUMBE/KACHIPOQUE,109,d04e7ffe-79ab-449c-92f9-2d83393dbe96
377,03,LUCUSSE,109,be8259ba-4254-47cc-b7b2-4d87c481355a
378,04,LUTUAI (MUANGAI),109,ea8b96f8-97f8-45c1-b74c-d674eecc4875
379,01,KAMANONGUE,110,3261b15e-3782-425c-b8db-a431ef760516
380,01,LÉUA,111,e47de1d4-5ab9-41aa-8c8d-3999d1efb583
381,02,LIANGONGO (SANDANDO),111,64d20f01-9edf-4d05-9954-e63568aec5b2
382,01,LUACANO,112,f0658fe5-e4b4-46d2-aed4-d0e9308410ce
383,02,LAGO -DILOLO,112,1d1155a7-a8c6-404b-9c35-453b63dd51d8
384,01,CAMEIA,113,33217555-7def-4c76-b60e-998a4533a9cf
385,01,LUMBALA-NGUIMBO,114,623b8a32-8d59-478c-8838-9939c6af81bf
386,02,CHIUME,114,f02b0532-e10a-4ed6-a021-35c4c84734d9
387,03,LUTEMBO,114,5d3dff34-846c-4b1b-97bc-a473852ae428
388,04,MUSSUMA,114,7a46bcf4-9d8f-4fce-b63c-0939fe8cd9fd
389,05,NINDA,114,84bb4561-61bf-4e2a-9440-642946e99b0b
390,06,SESSA,114,8ba9c220-8a55-4033-81c4-aa8c9b758732
391,07,LUVUEI,114,be580273-242b-4b93-8c8a-735a1d68ada2
392,01,LUCHAZES,115,1d9288f7-e534-4138-b80b-c0418ea2ff7b
393,02,TEMPUE,115,613d1199-ad59-4d11-a1d5-1184aa38e2c6
394,03,CASSAMBA,115,1cac4caa-54ae-4539-b893-e5b8cbb80346
395,04,MUIE,115,1a1332d3-cfb7-4dea-8c0c-f5baa3fbfc5f
396,05,CANGOMBE,115,98254ef2-67a6-42aa-9766-d440c52b47df
397,01,CAZOMBO (EX ALTO ZAMBEZE),116,dc50afe9-8272-45b4-ae5b-6b7d5552dc0b
398,02,CAIANDA,116,5a901039-a9f1-422f-bde9-cd35cb7d7212
399,03,CALUNDA,116,35ef5081-889c-4955-b75f-4dc93dda3b46
400,04,LÓVUA,116,9427aa86-1bfb-4d23-aa31-d4f285bec637
401,05,KAQUENGUE,116,361e95e3-5a77-4d2b-8923-9e66e3db9e98
402,06,MACONDO,116,c8eaec0c-592e-4286-b49b-80ba835a3bcd
403,07,KAVUNGO,116,31d34f81-1bc4-4130-b959-abbf67865894
404,01,LUAN,117,55e546bb-cedc-46ee-aa63-f5487dc2f7b5
405,01,MENONGUE,118,d61af559-7cbd-4eb6-b895-3efc189b787f
406,02,CUEIO,118,7370e22f-e779-46f3-a5ad-a7f1126bbbcf
407,03,CAIUNDO,118,b80aaf45-5375-4cc9-9f69-0de4ee73be16
408,04,MISSOMBO,118,2bd97011-5af9-41b7-bd6d-a5e36f6b433b
409,01,KUITO CUANAVALE,119,b43f0d2c-18ff-49e4-9371-eb58b574337d
410,02,LONGA,119,b3dff35d-3b27-4135-9397-4bd68cb211ea
411,03,LUPIRE,119,08ed3ce5-ecdc-40c1-bd1f-c6cffec82d81
412,04,BAIXO LONGA,119,ba5b95b5-645f-4019-ac69-536e35a43b7d
413,01,CUANGAR,120,b6c8b811-3c49-48a6-8558-e3cdb1890b35
414,02,SAVATE,120,e198333c-487d-4425-b297-33ff5594c5d9
415,03,BONDO (KATUITUI),120,a351b0f3-bb53-4167-878b-612fa50f2497
416,01,RIVUNGO,121,398a91b4-a7b6-4105-9586-9da830fc64f8
417,02,LUIANA,121,181198c0-688a-42d2-83b8-e26a2a74193e
418,03,NERINQUINHA,121,d91514cf-9700-473b-9202-da4afe26b93f
419,04,CHIPUNDO,121,f92e9395-2fc6-4d29-9af3-ff018f2ebede
420,01,MAVINGA,122,576796ff-c6b6-4cf6-b858-e661e41dd4e5
421,02,CUNJAMBA- DIMA,122,cff089d0-ed67-4195-9078-129ea1f43442
422,03,CUTUITE,122,4de28e8f-cd51-4724-800b-eca43ea4a7cc
423,04,LUENGUE,122,ebb03237-797a-41b2-8302-789d6fec19ad
424,01,CUCHI,123,3afba446-caae-48bc-843c-4724f36c23f3
425,02,CUTATO,123,233ee030-ce8e-4a29-b5aa-f08a5ce4e849
426,03,CHINGUANJA,123,244c9fd3-bfd1-4725-bb7b-3f8f75bf930c
427,04,VISSATI,123,b174372d-9ad5-43e8-89af-42c035ca3ab9
428,01,DIRICO,124,d30ef2d6-8d99-479b-998e-5209643bd3f0
429,03,CHAMAVERA,124,11f0bf0d-ca4e-4fed-88e8-b9bb6bbed2d5
430,04,MUCUSSO,124,97cff5dd-f38f-437b-9bf7-0a9a6b585bff
431,01,NANCOVA,125,6a253991-6507-42cc-a3b7-9650eeacba8b
432,02,RITO,125,d6d3323a-c7da-403a-b016-c4e4a52d0688
433,01,CALAI,126,8bb5a1ca-dab9-44c6-b110-f255bf2b89e8
434,02,MAUE (MAVENGE),126,b561b496-2f1a-44ba-9569-10db680f9b81
435,01,NAMIBE (FORTE SANTA),127,cb75b24b-7bd6-41ae-927b-e2f4f2e2b86c
436,02,LUCIRA,127,2ba634db-9386-450c-a377-061411da4d88
437,03,BENTIABA,127,f6207c86-cb29-48dc-9b5c-6326d0900618
438,01,TÓMBWA,128,c3f6a773-1294-428e-a0ee-22667559948d
439,02,IONA,128,586863ec-86be-4565-bc66-495ccfab03dc
440,01,VIREI,129,a9bb120f-23c8-42c5-b828-5b4123e8ec49
441,02,CAINDE,129,79e39012-0d7d-4991-b206-abfbc837d728
442,01,BIBALA,130,16f1452b-d9c4-44d0-a410-741b65791da8
443,02,CAITOU,130,7b537433-a2b8-4002-887f-f18e7ee7d4eb
444,03,LOLA,130,1c93af45-b7b6-425b-8a35-64b4c8e540c2
445,04,KAPANGOMBE,130,67c89a4e-b252-477d-b408-5b7938cd3a50
446,01,KAMUCUIO,131,97ef35ee-68c6-4234-9898-9bb7462862e5
447,02,MAMÚE,131,dde1095a-bfca-492d-8c84-f20112e0d44a
448,03,CHINGO,131,ce62e4d6-5d18-4c89-906c-47b9d6e4cde3
449,01,LUBANGO,132,733b398a-5017-4846-a2f4-be6e47cd8596
450,02,ARIMBA,132,852317a1-755e-4cd7-a212-e9b08cb7848c
451,03,HUÍLA,132,5ac25eb0-659d-40c1-af89-b7955a0e6653
452,04,QUILENDA,132,9e716bdb-3f93-4f72-b346-97302c7fb521
453,05,HOQUE,132,c1f04aaa-5724-41b8-88d2-972c26f7b47f
454,01,CACULA,133,026b8f05-c730-4517-b1a1-27b7729c764d
455,02,VITE-VIVAR,133,83a7304f-aa3b-4d04-9ecc-a0292d77ad10
456,03,TCHITUTO,133,7d48b273-2ef5-4934-88c9-2c5ca7c2c508
457,04,CHICUAQUEIR,133,721eeddd-2071-4212-8ef8-78dc3effcf11
458,01,CHIBIA,134,d0268335-0c7e-4383-9484-31e4bfdadf7c
459,02,CAPUNDA CAVILONGO,134,08b8e7c8-bf94-4410-acc3-33f14f22c714
460,03,JAU,134,106c0f44-097a-4952-9c71-592a719a5399
461,04,QUIHITA,134,e533bb6f-baa9-4924-9b81-5554f8196820
462,01,CACONDA,135,43b78fd2-8b0d-4b2b-a92b-71f83d6023c0
463,02,GUNGUI,135,458d70e3-4b25-481a-87cb-1cdebf65913c
464,03,UABA,135,93e52786-ca42-46e1-bcb7-da2381b0d718
465,04,CUSSE,135,144ca8ab-1121-4caa-89ad-8407b357fe25
466,01,CALUQUEMBE,136,ea84611c-48a4-4089-838d-79207b5eb5a8
467,02,CALÉPI,136,6e687ebd-db9a-4181-a5f8-791cb275acfe
468,03,N´GOLA,136,765fb9cb-090a-4541-a538-44bc121c7dbc
469,01,QUILENGUES,137,3564dee9-fe3b-4f8e-bc0d-3055f6a1de05
470,02,IMPULO,137,80619b91-edee-4204-9306-e647945b783e
471,03,DINDE,137,717b8073-9e80-496d-9c1b-9fb4139fb1d2
472,01,CUVANGO,138,7869300b-5989-41df-9f9f-70b3839a0b69
473,02,VICUNGO,138,c822d877-2ee5-4a3f-91dd-7577aa2087e4
474,03,GALANGUE,138,ebb9c990-1be9-4dc8-ba75-4135ee28d287
475,01,QUINPUNGO,139,d2ef5457-d61c-4ac2-84ca-f2755452b457
476,02,CAINDA,139,297f0c1a-388c-4acb-983c-43af2c5223a5
477,03,CHICUNGO,139,5d075592-16c0-432a-ad0e-608c3f5a75f2
478,04,TCHICONCO,139,d67229c6-e2b1-46fb-86b3-71f5e8dee608
479,05,OMBO,139,0e11f1c2-7cad-4691-b67b-5a64ccc4127b
480,01,MATALA,140,a5d41fc5-e16b-4656-99dc-b80bf682779e
481,02,MULONDO,140,108338fe-5dc6-498c-a172-1a8db47ee9cb
482,03,CAPELONGO,140,21bb9081-17e9-4f33-9863-1f5c8d69eaf1
483,05,MICOSSE,140,2feb10c2-001e-476f-b167-391943dabd5d
484,01,CHICOMBA,141,423f2db7-d774-4312-a050-c67d77db875e
485,02,QUÉ,141,7467f0d7-0b00-4cef-a5aa-bfd9fc52f0a2
486,03,KUTENDA (EX CHITENDA),141,18ee46b8-9f85-4d7e-a6d6-17e9712d0c81
487,04,LIBONGUE,141,7e04d639-4e80-47bd-9b09-34e94ef84e7a
488,01,JAMBA,142,7ef36610-859b-4cb4-81d3-180dcd8d46f5
489,02,DONGO,142,ccd0d01b-91bc-4472-bba1-efb7aca4385b
490,03,TCHAMUTETE,142,d75cb01f-d87d-48e1-962f-71edea6a1001
491,01,CHIPINDO,143,dfa4f5a0-5d82-429d-9f22-ab25adbd1114
492,02,BAMBI,143,91c5ccc7-8d3c-41ef-a2ee-3e96e325ee52
493,03,BUNJEI,143,52074e15-3447-4091-aa2c-ba536fe43f7c
494,01,GAMBOS,144,dee2d5f9-0b9e-4ee8-b0a3-4ef23c5f77da
495,02,CHIMBEMBA,144,3f2fd2e3-30e5-4cbf-92a1-c97984bc8c9c
496,01,HUMPATA,145,4ee86cb8-83e9-4397-9359-d4c72ca0b5fa
497,02,PALANCA,145,d3a7b38a-f4b8-4831-8a8b-d4d695fb78f3
498,03,BATA-BATA,145,89306555-9eb1-436f-ba68-9e57512a679f
499,04,KAHOLO,145,51eedcba-fca4-4291-94d1-e09477460d4b
500,05,NEVES,145,e2a5d1fe-8045-4666-986f-80dcbd051391
501,01,ONDJIVA,146,fc2ca895-f825-45cb-bfd9-9e650ed9969b
502,02,MÓNGUA,146,8331bec4-cb5a-4346-9aa7-3924b860b5b0
503,03,EVALE,146,8bb2f61f-5a8d-4102-aac6-33dd28bacd0d
504,04,CAFIMA- NEHONE,146,4d44b333-e9fb-46aa-90e0-048c414e405e
505,05,TCHIMPORO-YONDE,146,6a59211e-c4b8-4da7-a326-8b2992c27201
506,01,XANGONGO,147,bd62e5ab-b8c0-43c9-8d9d-077e103969ac
507,02,OMBALA-YO-MUNGO,147,b0e7d8bc-d7a1-4faa-ad78-5975afe92486
508,03,HUMBE,147,a301971b-f533-4113-9f83-feb80ea8986d
509,04,MUCOPE/MUCOMA,147,c8907559-7f40-4385-991f-10bb0bdb2c94
510,05,NAULILLA,147,1a626788-8b2c-4555-80aa-01b24c4cdae2
511,01,OMUKOLONGONJO,148,3aa1e014-07eb-49a2-9e1f-3654d484a0b5
512,02,KALONGA,148,6d2e35fa-7600-4d23-8725-f169b21609d4
513,03,KUVATI (EX KUBATI),148,c56b2cbf-aa8e-426f-83cc-27fdc322b4d7
514,04,OMUNDA (MUPA),148,2ef93482-e4ab-4475-9c16-d0272c192325
515,01,KUROCA,149,378661cd-0cec-4152-a3cd-ba08cc7a5851
516,02,CHITADO,149,5bb0865d-2fd6-4d2f-9473-f3475a9c025f
517,01,NAMACUNDE,150,553782aa-afac-44ba-91e6-83c69f791735
518,02,MELUNGA-CHIEDE,150,839a8f82-3f1d-4651-9fc0-b0de148d17c6
519,01,KAHAMA,151,95fe8d6a-e842-402f-affd-7630320943db
520,02,OTCHINJAU,151,3235630b-5711-49d9-87f2-1937db203eff
521,01,SAURIMO,152,94c5a7a0-23bb-4668-ae6e-5a7d0851224b
522,02,MONA QUIMBUNDO,152,aba82319-7cc0-47a3-9f32-37a4f2aff57b
523,03,SOMBO,152,3e8e8850-6242-4505-911f-0792e4e54c3c
524,01,MUCONDA,153,d939a77b-c0d5-419b-b14c-4c3c24313731
525,02,CHILUANJE,153,b0ffcc79-43be-484c-baee-953213050b37
526,03,MURIEJE,153,462aa877-21d4-42db-82da-a9f4d3816da4
527,04,CASSAI-SUL,153,8c7f1100-29a4-46b9-abd7-f93af7fa7549
528,01,DALA,154,1e867a02-5257-4133-b06e-5685cf0a6326
529,02,CAZAJE,154,fd244642-ead9-4dab-9a8d-42e1263d5dec
530,03,LUMA CASSAI,154,16a17bf6-be27-4cbe-a123-26b9a09ab32b
531,01,CACOLO,155,643ffde3-1473-4943-892a-4248cac66a62
532,02,ALTO-CHICAPA,155,c7634d46-5c9c-49b9-a9b1-015e8250c0fa
533,03,CUCUCMBI,155,ae2f576c-0d67-40a0-ac12-ede069e5082d
534,04,XASSENGUE,155,e84f32d9-8769-478f-a450-8c376cf733b1
535,01,CAXITO,156,f8375980-0319-4c91-9469-edde6e630c09
536,02,BARRA DO DANDE,156,d0756192-60c7-4824-ba49-23bcb6c28a8e
537,03,QUICABO,156,7ebbabd1-4834-43da-8ac3-25d3d8d4ec66
538,04,UCUA,156,ea7405c4-8de1-482f-bb77-ff7989712110
539,05,MABUBAS,156,84cb2b22-3ca0-4ace-995c-9385f929a8c8
540,01,AMBRIZ,157,f33c23e0-384c-4bd7-9fbe-9e0e175edaef
541,02,BELA VISTA,157,8c72bc12-60ad-49bd-8e55-acef6bcbe95f
542,03,TABI,157,ec7b380f-a55f-455f-b7c7-d5199c3da5ac
543,01,MAXILUANDO,158,6f75f90e-c5ca-4939-9743-8f3124166c65
544,02,CANACASSALA,158,4643e3a0-455a-4e3c-b5da-aa8c81e69293
545,03,CAGE,158,4d76a771-e416-4386-bca7-0f34b834fabd
546,04,GOMBE,158,6a149029-11ca-46ea-a828-a685fecda5bc
547,05,QUICUNSZO,158,e2013f91-12db-4b29-9ead-2c0c9d57b7dc
548,06,QUIXICO,158,98bad56c-282b-4828-8960-5e96b885df45
549,07,ZALA,158,1f15943e-7733-4434-be5a-3e93253f9357
550,01,BULA-ATUMBA,159,c27f673d-cc68-4254-8f1d-5004039401d7
551,02,QUIAGE,159,802da4fa-3d23-42c1-9de2-3dabf92596fb
552,01,QUIBAXE,160,8cbaa7ae-1b59-46f7-8d99-57fc7c1e18a5
553,02,PIRI,160,928aad65-8791-45b0-9a3a-e32919acdb15
554,03,PAREDES,160,d4dbe5fd-ab88-48d8-a406-3b3d5c26c244
555,04,S.JOSE DAS MATAS (EX COXE),160,0198ac6d-47d4-4db2-b51f-9745d2688417
556,01,PANGO-ALUNQUEM,161,eda3ddd9-4f91-42b2-8ed8-a988a6ec1673
557,02,CAZUA-NGONGO,161,5da8eec3-9107-4299-953d-ac3be92e3915
558,99,OUTRA,162,4b4fb0f3-c30c-4fa0-9840-477ab51a4478
